,URL,Issuer,Purchase Amt
0,https://www.sec.gov/Archives/edgar/data/896493/000186431721000018/xslF345X03/primary_doc.xml,"
2. Issuer Name and Ticker or Trading Symbol
      SilverSun Technologies, Inc.
     [ SSNT ]
   ",52541.379
1,https://www.sec.gov/Archives/edgar/data/896493/000186431721000018/xslF345X03/primary_doc.xml,"
2. Issuer Name and Ticker or Trading Symbol
      SilverSun Technologies, Inc.
     [ SSNT ]
   ",52541.379
